claim_id,claim,gold_doc_labels,gold_label_group,best_gold_rank_within_top10,retrieved_top10,predicted_top10_labels,status@3,retrieved_gold_docs@3,correct_gold_docs@3,status@5,retrieved_gold_docs@5,correct_gold_docs@5,status@10,retrieved_gold_docs@10,correct_gold_docs@10
1262,The repair of Cas9-induced double strand breaks in human DNA is error-prone.,"{""44172171"": ""SUPPORTS""}",SUPPORTS,1,"[44172171, 22937815, 20420780, 12552297, 21561474, 30122260, 12207340, 21793890, 38131471, 30034334]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[44172171],[44172171],success,[44172171],[44172171],success,[44172171],[44172171]
1266,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.","{""37480103"": ""SUPPORTS""}",SUPPORTS,3,"[27123743, 17450673, 37480103, 23557241, 16322674, 13831842, 13765757, 5864770, 22007333, 4828631]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[37480103],[],stance_error,[37480103],[],stance_error,[37480103],[]
1270,The risk of male prisoners harming themselves is ten times that of female prisoners.,"{""13900610"": ""REFUTES""}",REFUTES,1,"[13900610, 34227917, 20491205, 14843502, 1102268, 9976969, 43855756, 25806385, 980196, 24276902]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[13900610],[],stance_error,[13900610],[],stance_error,[13900610],[]
1271,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,"{""13768432"": ""SUPPORTS""}",SUPPORTS,1,"[13768432, 38040186, 1686881, 32671519, 46266579, 21323758, 5597586, 2496002, 27550580, 7813993]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[13768432],[13768432],success,[13768432],[13768432],success,[13768432],[13768432]
1273,The sliding activity of kinesin-8 protein Kip3 promotes bipolar spindle assembly.,"{""11041152"": ""SUPPORTS""}",SUPPORTS,1,"[11041152, 1889358, 493346, 1371440, 22405338, 16736883, 17805221, 24555417, 7549811, 30835854]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[11041152],[11041152],success,[11041152],[11041152],success,[11041152],[11041152]
1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,"{""4406819"": ""SUPPORTS""}",SUPPORTS,4,"[7481159, 23440856, 27731651, 4406819, 12428814, 22632303, 7145763, 26625002, 35085326, 6836086]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],success,[4406819],[4406819],success,[4406819],[4406819]
1290,There is an inverse relationship between hip fractures and statin use.,"{""4687948"": ""SUPPORTS""}",SUPPORTS,1,"[4687948, 5698494, 26000593, 7454794, 11246427, 19878070, 22420524, 21557614, 40156901, 19205326]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[4687948],[],stance_error,[4687948],[],stance_error,[4687948],[]
1298,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,"{""11718220"": ""SUPPORTS""}",SUPPORTS,1,"[11718220, 34338075, 32328114, 29981186, 1358909, 1387104, 53779698, 14973286, 2352142, 17897801]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[11718220],[],stance_error,[11718220],[],stance_error,[11718220],[]
1303,Tirasemtiv has no effect on fast-twitch muscle.,"{""12631697"": ""REFUTES""}",REFUTES,1,"[12631697, 21323758, 29657303, 2496002, 43566999, 23439808, 40631095, 7734150, 37673301, 8771704]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[12631697],[12631697],success,[12631697],[12631697],success,[12631697],[12631697]
1319,Transplanted human glial cells can differentiate within the host animal.,"{""16284655"": ""SUPPORTS""}",SUPPORTS,1,"[16284655, 12742164, 14192687, 2437807, 46193388, 3360421, 16375102, 39465575, 803312, 10474873]","[""SUPPORTS"", ""NOINFO"", ""SUPPORTS"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[16284655],[16284655],success,[16284655],[16284655],success,[16284655],[16284655]
1320,Transplanted human glial progenitor cells are incapable of forming a neural network with host animals' neurons.,"{""16284655"": ""REFUTES""}",REFUTES,1,"[16284655, 14192687, 2437807, 4405194, 6079486, 12742164, 16375102, 36637129, 39465575, 4303075]","[""REFUTES"", ""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""REFUTES"", ""NOINFO"", ""NOINFO""]",success,[16284655],[16284655],success,[16284655],[16284655],success,[16284655],[16284655]
1335,UCB T cells maintain high TCR diversity after transplantation.,"{""27910499"": ""SUPPORTS""}",SUPPORTS,1,"[27910499, 19511011, 33535222, 27243019, 20220731, 301866, 24795767, 34905328, 24069089, 14647747]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[27910499],[],stance_error,[27910499],[],stance_error,[27910499],[]
1336,UCB T cells reduce TCR diversity after transplantation.,"{""27910499"": ""REFUTES""}",REFUTES,1,"[27910499, 19511011, 33535222, 27243019, 20220731, 301866, 24069089, 24795767, 14647747, 34905328]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[27910499],[],stance_error,[27910499],[],stance_error,[27910499],[]
1337,Ubiquitin ligase UBC13 generates a K63-linked polyubiquitin moiety at PCNA K164.,"{""20231138"": ""SUPPORTS""}",SUPPORTS,9,"[29557235, 19149247, 6422576, 31962403, 86231298, 44947611, 13277623, 7645565, 20231138, 21948782]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],stance_error,[20231138],[]
1339,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,"{""15482274"": ""REFUTES""}",REFUTES,1,"[15482274, 16495649, 8814634, 79231308, 70516463, 116556376, 6517267, 45276789, 52874170, 32969964]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[15482274],[15482274],success,[15482274],[15482274],success,[15482274],[15482274]
1352,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,"{""12885341"": ""SUPPORTS""}",SUPPORTS,1,"[12885341, 10559501, 34287602, 38376189, 8979167, 9539248, 27602752, 37762357, 5372773, 34016987]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[12885341],[12885341],success,[12885341],[12885341],success,[12885341],[12885341]
1359,Varenicline monotherapy is more effective after 12 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.,"{""11614737"": ""REFUTES""}",REFUTES,1,"[11614737, 5114940, 8570690, 24019260, 5551138, 34369306, 33417012, 7639744, 20611846, 44408494]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[11614737],[11614737],success,[11614737],[11614737],success,[11614737],[11614737]
1368,Vitamin D deficiency effects the term of delivery.,"{""2425364"": ""SUPPORTS""}",SUPPORTS,1,"[2425364, 33740844, 30786800, 23267371, 30720103, 41131087, 21553394, 49429882, 12074066, 9555784]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[2425364],[2425364],success,[2425364],[2425364],success,[2425364],[2425364]
1370,Vitamin D deficiency is unrelated to birth weight.,"{""2425364"": ""REFUTES""}",REFUTES,1,"[2425364, 21553394, 33740844, 49429882, 30786800, 3150030, 9555784, 4462079, 36960449, 44572913]","[""REFUTES"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[2425364],[2425364],success,[2425364],[2425364],success,[2425364],[2425364]
1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,"{""16322674"": ""SUPPORTS"", ""17450673"": ""SUPPORTS"", ""23557241"": ""SUPPORTS"", ""27123743"": ""SUPPORTS""}",SUPPORTS,1,"[27123743, 16322674, 13831842, 17450673, 23557241, 5487448, 4828631, 38784540, 25973484, 13765757]","[""SUPPORTS"", ""SUPPORTS"", ""NOINFO"", ""SUPPORTS"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,"[27123743, 16322674]","[27123743, 16322674]",success,"[27123743, 16322674, 17450673, 23557241]","[27123743, 16322674, 17450673, 23557241]",success,"[27123743, 16322674, 17450673, 23557241]","[27123743, 16322674, 17450673, 23557241]"
1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,"{""17755060"": ""REFUTES""}",REFUTES,2,"[3831884, 17755060, 28334217, 28651643, 4959368, 22914228, 4920376, 9113824, 7875158, 1554348]","[""NOINFO"", ""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",stance_error,[17755060],[],stance_error,[17755060],[],stance_error,[17755060],[]
1385,cSMAC formation enhances weak ligand signalling.,"{""306006"": ""SUPPORTS""}",SUPPORTS,0,"[11844826, 3559136, 33912020, 9283422, 15946643, 7621534, 1605392, 33920995, 6936141, 10906636]","[""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",retrieval_miss,[],[],retrieval_miss,[],[],retrieval_miss,[],[]
1389,mTORC2 regulates intracellular cysteine levels through xCT inhibition.,"{""23895668"": ""SUPPORTS""}",SUPPORTS,1,"[23895668, 8460275, 1344498, 1227277, 8002887, 4658268, 14874811, 5389095, 26735905, 22174015]","[""SUPPORTS"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO"", ""NOINFO""]",success,[23895668],[23895668],success,[23895668],[23895668],success,[23895668],[23895668]
